"id","sessionid","sex","males","females","goattrac","impfa","impba","impku","impam","impin","impcr","impco","imphp","impha","prefa","preba","preku","pream","prein","precr","preco","prehp","preha","gfattrac","gbattrac","gkindunder","gambitious","gintelligent","gcreative","gconfident","gfunny","gpercfunny","partnerid","age","year"
16071024,"1607","F",3,3,4,5,5,7,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,6,6,4,6,NA,16070021,17.58333333,"16"
16071024,"1607","F",3,3,4,5,5,7,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,4,4,6,4,NA,16071025,17.58333333,"16"
16071024,"1607","F",3,3,6,5,5,7,6,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,5,4,6,4,NA,16070022,17.58333333,"16"
16071025,"1607","M",3,3,5,5,5,6,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,7,6,5,5,6,NA,16071023,18.5,"16"
16071025,"1607","M",3,3,2,5,5,6,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,3,4,4,2,3,NA,16071024,18.5,"16"
16071025,"1607","M",3,3,5,5,5,6,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,4,4,4,5,NA,16071026,18.5,"16"
16071026,"1607","F",3,3,6,5,5,6,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,6,5,7,6,6,NA,16070022,18.5,"16"
16071026,"1607","F",3,3,3,5,5,6,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,4,6,6,5,4,NA,16070021,18.5,"16"
16071026,"1607","F",3,3,4,5,5,6,7,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,7,7,4,5,NA,16071025,18.5,"16"
16080023,"1608","M",3,3,6,5,5,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,16081029,18.08333333,"16"
16080023,"1608","M",3,3,4,5,5,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,6,5,4,6,NA,16081027,18.08333333,"16"
16080023,"1608","M",3,3,5,5,5,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,6,5,5,6,NA,16081028,18.08333333,"16"
16080024,"1608","M",3,3,5,6,5,6,4,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,5,4,4,3,NA,16081028,17.75,"16"
16080024,"1608","M",3,3,6,6,5,6,4,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,6,5,4,6,NA,16081029,17.75,"16"
16080024,"1608","M",3,3,5,6,5,6,4,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,7,6,7,6,7,NA,16081027,17.75,"16"
16080025,"1608","M",3,3,4,4,4,6,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,5,4,5,5,6,NA,16081027,17.66666667,"16"
16080025,"1608","M",3,3,4,4,4,6,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,6,4,5,4,NA,16081028,17.66666667,"16"
16080025,"1608","M",3,3,5,4,4,6,3,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,5,4,5,5,NA,16081029,17.66666667,"16"
16081027,"1608","F",3,3,5,4,4,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,5,6,6,4,5,NA,16080025,35.04166667,"16"
16081027,"1608","F",3,3,5,4,4,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,5,6,4,5,NA,16080023,35.04166667,"16"
16081027,"1608","F",3,3,5,4,4,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,4,4,6,4,NA,16080024,35.04166667,"16"
16081028,"1608","F",3,3,5,5,4,7,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,6,5,5,NA,16080024,18.33333333,"16"
16081028,"1608","F",3,3,5,5,4,7,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,6,6,6,5,6,NA,16080025,18.33333333,"16"
16081028,"1608","F",3,3,6,5,4,7,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,5,5,5,6,NA,16080023,18.33333333,"16"
16081029,"1608","F",3,3,5,4,4,7,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,6,6,6,NA,16080023,19.91666667,"16"
16081029,"1608","F",3,3,4,4,4,7,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,5,5,5,NA,16080024,19.91666667,"16"
16081029,"1608","F",3,3,5,4,4,7,7,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,5,6,6,NA,16080025,19.91666667,"16"
16090026,"1609","M",3,2,5,5,5,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,6,5,5,5,NA,16091031,18.33333333,"16"
16090026,"1609","M",3,2,5,5,5,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,5,6,NA,16091030,18.33333333,"16"
16090027,"1609","M",3,2,5,5,5,7,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,4,4,NA,16091030,17.75,"16"
16090027,"1609","M",3,2,4,5,5,7,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,4,4,NA,16091031,17.75,"16"
16090028,"1609","M",3,2,5,5,5,6,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,5,5,6,5,NA,16091030,19.5,"16"
16090028,"1609","M",3,2,4,5,5,6,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,4,4,4,5,NA,16091031,19.5,"16"
16091030,"1609","F",3,2,4,5,5,7,5,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,7,7,6,4,NA,16090028,17.25,"16"
16091030,"1609","F",3,2,3,5,5,7,5,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,6,5,3,3,4,NA,16090027,17.25,"16"
16091030,"1609","F",3,2,5,5,5,7,5,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,5,5,4,5,3,NA,16090026,17.25,"16"
16091031,"1609","F",3,2,4,6,5,7,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,6,6,5,6,NA,16090026,17.58333333,"16"
16091031,"1609","F",3,2,3,6,5,7,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,6,6,4,5,NA,16090028,17.58333333,"16"
16091031,"1609","F",3,2,2,6,5,7,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,7,7,3,5,NA,16090027,17.58333333,"16"
16100029,"1610","M",4,2,5,5,4,6,5,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,6,5,5,6,NA,16101032,18.58333333,"16"
16100029,"1610","M",4,2,6,5,4,6,5,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,6,NA,16101033,18.58333333,"16"
16100030,"1610","M",4,2,5,6,6,6,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,6,5,6,NA,16101033,20,"16"
16100030,"1610","M",4,2,4,6,6,6,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,6,6,4,5,NA,16101032,20,"16"
16100031,"1610","M",4,2,5,5,6,6,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,5,5,5,NA,16101033,18.83333333,"16"
16100031,"1610","M",4,2,5,5,6,6,6,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,4,4,4,NA,16101032,18.83333333,"16"
16100032,"1610","M",4,2,4,5,5,7,7,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,5,5,4,6,NA,16101032,19.58333333,"16"
16100032,"1610","M",4,2,6,5,5,7,7,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,4,4,6,5,NA,16101033,19.58333333,"16"
16101032,"1610","F",4,2,4,5,4,6,5,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,3,5,4,3,5,NA,16100029,18.16666667,"16"
16101032,"1610","F",4,2,4,5,4,6,5,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,5,6,5,4,4,NA,16100030,18.16666667,"16"
16101032,"1610","F",4,2,5,5,4,6,5,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,6,5,NA,16100032,18.16666667,"16"
16101032,"1610","F",4,2,4,5,4,6,5,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,6,4,4,4,5,NA,16100031,18.16666667,"16"
16101033,"1610","F",4,2,4,6,5,7,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,6,5,4,4,NA,16100030,21.08333333,"16"
16101033,"1610","F",4,2,4,6,5,7,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,5,3,3,4,NA,16100029,21.08333333,"16"
16101033,"1610","F",4,2,4,6,5,7,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,5,4,NA,16100031,21.08333333,"16"
16101033,"1610","F",4,2,5,6,5,7,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,6,5,NA,16100032,21.08333333,"16"
16110033,"1611","M",3,4,4,5,6,7,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,7,6,5,5,NA,16111034,23.16666667,"16"
16110033,"1611","M",3,4,4,5,6,7,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,4,4,5,NA,16111037,23.16666667,"16"
16110033,"1611","M",3,4,4,5,6,7,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,5,5,6,6,4,5,NA,16111036,23.16666667,"16"
16110033,"1611","M",3,4,4,5,6,7,4,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,6,5,4,4,NA,16111035,23.16666667,"16"
16110034,"1611","M",3,4,5,4,4,7,7,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,6,6,6,6,NA,16111036,18.16666667,"16"
16110034,"1611","M",3,4,4,4,4,7,7,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,6,5,4,5,6,NA,16111035,18.16666667,"16"
16110034,"1611","M",3,4,5,4,4,7,7,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,7,7,4,5,NA,16111034,18.16666667,"16"
16110034,"1611","M",3,4,3,4,4,7,7,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,6,5,5,4,6,NA,16111037,18.16666667,"16"
16110035,"1611","M",3,4,5,7,7,7,6,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,5,6,NA,16111037,18.33333333,"16"
16110035,"1611","M",3,4,5,7,7,7,6,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,4,4,NA,16111036,18.33333333,"16"
16110035,"1611","M",3,4,3,7,7,7,6,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,5,2,3,NA,16111035,18.33333333,"16"
16110035,"1611","M",3,4,4,7,7,7,6,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,5,NA,16111034,18.33333333,"16"
16111034,"1611","F",3,4,6,5,4,6,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,6,4,NA,16110033,19.16666667,"16"
16111034,"1611","F",3,4,6,5,4,6,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,4,6,6,NA,16110034,19.16666667,"16"
16111034,"1611","F",3,4,4,5,4,6,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,6,5,6,6,3,NA,16110035,19.16666667,"16"
16111035,"1611","F",3,4,4,6,5,7,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,5,6,NA,16110034,19.91666667,"16"
16111035,"1611","F",3,4,3,6,5,7,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,4,4,4,4,NA,16110035,19.91666667,"16"
16111035,"1611","F",3,4,5,6,5,7,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,6,4,5,NA,16110033,19.91666667,"16"
16111036,"1611","F",3,4,5,5,5,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,7,6,7,6,7,NA,16110034,18.41666667,"16"
16111036,"1611","F",3,4,5,5,5,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,4,4,4,4,5,NA,16110035,18.41666667,"16"
16111036,"1611","F",3,4,5,5,5,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,6,4,5,5,NA,16110033,18.41666667,"16"
16111037,"1611","F",3,4,6,5,6,7,5,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,5,6,5,5,6,NA,16110035,19.5,"16"
16111037,"1611","F",3,4,6,5,6,7,5,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,5,5,4,5,NA,16110033,19.5,"16"
16111037,"1611","F",3,4,7,5,6,7,5,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,6,5,6,7,NA,16110034,19.5,"16"
16120036,"1612","M",4,3,5,4,4,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,5,NA,16121038,20.66666667,"16"
16120036,"1612","M",4,3,6,4,4,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,5,NA,16121040,20.66666667,"16"
16120036,"1612","M",4,3,4,4,4,5,3,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,4,4,NA,16121039,20.66666667,"16"
16120037,"1612","M",4,3,2,5,6,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,4,3,3,4,NA,16121039,21.08333333,"16"
16120037,"1612","M",4,3,4,5,6,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,4,4,4,5,NA,16121038,21.08333333,"16"
16120037,"1612","M",4,3,5,5,6,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,4,6,6,NA,16121040,21.08333333,"16"
16120038,"1612","M",4,3,6,5,4,7,7,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,7,6,5,6,6,NA,16121040,19.91666667,"16"
16120038,"1612","M",4,3,3,5,4,7,7,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,6,5,3,5,NA,16121039,19.91666667,"16"
16120038,"1612","M",4,3,6,5,4,7,7,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,7,7,5,6,7,NA,16121038,19.91666667,"16"
16120039,"1612","M",4,3,4,7,7,6,5,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,4,3,NA,16121040,18.08333333,"16"
16120039,"1612","M",4,3,3,7,7,6,5,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,5,6,3,5,NA,16121039,18.08333333,"16"
16120039,"1612","M",4,3,4,7,7,6,5,6,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,6,5,5,5,NA,16121038,18.08333333,"16"
16121038,"1612","F",4,3,6,4,4,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,7,6,6,6,NA,16120036,18.83333333,"16"
16121038,"1612","F",4,3,5,4,4,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,7,5,5,6,6,NA,16120037,18.83333333,"16"
16121038,"1612","F",4,3,5,4,4,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,4,5,5,5,NA,16120039,18.83333333,"16"
16121038,"1612","F",4,3,5,4,4,7,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,6,6,6,6,6,NA,16120038,18.83333333,"16"
16121039,"1612","F",4,3,6,4,4,7,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,NA,16120037,17.58333333,"16"
16121039,"1612","F",4,3,5,4,4,7,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,7,7,4,4,NA,16120039,17.58333333,"16"
16121039,"1612","F",4,3,4,4,4,7,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,5,NA,16120038,17.58333333,"16"
16121039,"1612","F",4,3,4,4,4,7,6,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,6,5,4,5,NA,16120036,17.58333333,"16"
16121040,"1612","F",4,3,6,5,4,5,5,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,6,5,NA,16120039,17.83333333,"16"
16121040,"1612","F",4,3,5,5,4,5,5,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,6,6,5,5,6,NA,16120038,17.83333333,"16"
16121040,"1612","F",4,3,4,5,4,5,5,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,5,6,6,5,5,NA,16120036,17.83333333,"16"
16121040,"1612","F",4,3,6,5,4,5,5,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,6,5,NA,16120037,17.83333333,"16"
16130040,"1613","M",4,3,6,6,5,6,4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,5,6,5,NA,16131042,18.41666667,"16"
16130040,"1613","M",4,3,4,6,5,6,4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,4,3,3,5,NA,16131041,18.41666667,"16"
16130040,"1613","M",4,3,4,6,5,6,4,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,7,4,2,7,NA,16131043,18.41666667,"16"
16130041,"1613","M",4,3,5,5,4,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,5,6,6,NA,16131042,21.16666667,"16"
16130041,"1613","M",4,3,4,5,4,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,5,4,4,NA,16131041,21.16666667,"16"
16130041,"1613","M",4,3,4,5,4,6,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,5,5,4,5,NA,16131043,21.16666667,"16"
16130042,"1613","M",4,3,3,6,7,5,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,6,6,3,5,NA,16131043,18.08333333,"16"
16130042,"1613","M",4,3,4,6,7,5,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,7,6,5,6,6,NA,16131042,18.08333333,"16"
16130042,"1613","M",4,3,3,6,7,5,5,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,3,2,2,NA,16131041,18.08333333,"16"
16130043,"1613","M",4,3,5,5,5,6,4,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,6,3,6,NA,16131041,19.08333333,"16"
16130043,"1613","M",4,3,3,5,5,6,4,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,3,5,NA,16131043,19.08333333,"16"
16130043,"1613","M",4,3,4,5,5,6,4,6,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,3,5,NA,16131042,19.08333333,"16"
16131041,"1613","F",4,3,4,7,7,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,4,5,NA,16130043,22.16666667,"16"
16131041,"1613","F",4,3,4,7,7,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,4,4,4,NA,16130040,22.16666667,"16"
16131041,"1613","F",4,3,3,7,7,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,4,4,5,4,4,NA,16130041,22.16666667,"16"
16131041,"1613","F",4,3,5,7,7,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,4,5,4,NA,16130042,22.16666667,"16"
16131042,"1613","F",4,3,3,5,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,3,5,4,4,5,NA,16130040,26.33333333,"16"
16131042,"1613","F",4,3,3,5,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,6,6,4,6,NA,16130041,26.33333333,"16"
16131042,"1613","F",4,3,5,5,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,6,6,6,NA,16130042,26.33333333,"16"
16131042,"1613","F",4,3,2,5,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,4,2,2,4,NA,16130043,26.33333333,"16"
16131043,"1613","F",4,3,6,4,4,7,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,5,5,5,4,NA,16130042,20.41666667,"16"
16131043,"1613","F",4,3,6,4,4,7,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,5,5,6,5,NA,16130043,20.41666667,"16"
16131043,"1613","F",4,3,5,4,4,7,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,5,4,4,6,NA,16130040,20.41666667,"16"
16131043,"1613","F",4,3,6,4,4,7,6,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,6,6,NA,16130041,20.41666667,"16"
16140044,"1614","M",3,2,6,5,5,6,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,6,5,4,5,NA,16141045,19.16666667,"16"
16140044,"1614","M",3,2,5,5,5,6,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,4,5,NA,16141044,19.16666667,"16"
16140045,"1614","M",3,2,5,5,4,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,4,NA,16141044,19.41666667,"16"
16140045,"1614","M",3,2,6,5,4,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,5,6,5,5,NA,16141045,19.41666667,"16"
16140046,"1614","M",3,2,3,5,5,7,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,6,NA,16141044,17.75,"16"
16140046,"1614","M",3,2,6,5,5,7,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,7,6,5,5,7,NA,16141045,17.75,"16"
16141044,"1614","F",3,2,4,5,5,7,7,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,6,5,5,5,NA,16140045,17.83333333,"16"
16141044,"1614","F",3,2,4,5,5,7,7,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,4,5,4,5,3,NA,16140046,17.83333333,"16"
16141044,"1614","F",3,2,4,5,5,7,7,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,4,4,3,4,NA,16140044,17.83333333,"16"
16141045,"1614","F",3,2,5,6,6,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,7,6,6,6,6,NA,16140044,26.08333333,"16"
16141045,"1614","F",3,2,3,6,6,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,3,5,3,3,4,NA,16140045,26.08333333,"16"
16141045,"1614","F",3,2,4,6,6,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,6,6,6,5,6,NA,16140046,26.08333333,"16"
16150047,"1615","M",3,3,3,5,6,7,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,6,5,4,6,NA,16151046,26.91666667,"16"
16150047,"1615","M",3,3,5,5,6,7,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,4,5,5,2,3,NA,16151048,26.91666667,"16"
16150047,"1615","M",3,3,5,5,6,7,5,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,4,6,NA,16151047,26.91666667,"16"
16150048,"1615","M",3,3,6,7,7,7,2,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,7,5,7,NA,16151047,21.91666667,"16"
16150048,"1615","M",3,3,6,7,7,7,2,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,6,6,5,5,6,NA,16151046,21.91666667,"16"
