"id","sessionid","sex","males","females","goattrac","impfa","impba","impku","impam","impin","impcr","impco","imphp","impha","prefa","preba","preku","pream","prein","precr","preco","prehp","preha","gfattrac","gbattrac","gkindunder","gambitious","gintelligent","gcreative","gconfident","gfunny","gpercfunny","partnerid","age","year"
14000011,"1401","M",4,3,3,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,5,5,4,4,NA,14001011,17.5,"14"
14000011,"1401","M",4,3,4,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,4,4,4,5,4,NA,14001012,17.5,"14"
14000011,"1401","M",4,3,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,4,6,5,6,4,NA,14001013,17.5,"14"
14000012,"1401","M",4,3,2,4,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,5,3,3,3,3,NA,14001011,18.16666667,"14"
14000012,"1401","M",4,3,2,4,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,3,3,4,3,4,NA,14001012,18.16666667,"14"
14000012,"1401","M",4,3,3,4,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,4,2,2,4,NA,14001013,18.16666667,"14"
14000013,"1401","M",4,3,4,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,6,5,3,3,3,NA,14001011,21.16666667,"14"
14000013,"1401","M",4,3,4,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,5,5,5,5,6,NA,14001012,21.16666667,"14"
14000013,"1401","M",4,3,6,6,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,5,6,5,NA,14001013,21.16666667,"14"
14000014,"1401","M",4,3,5,6,4,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,3,7,3,5,4,NA,14001011,18.33333333,"14"
14000014,"1401","M",4,3,4,6,4,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,6,4,6,6,3,5,NA,14001012,18.33333333,"14"
14000014,"1401","M",4,3,6,6,4,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,3,6,6,3,5,NA,14001013,18.33333333,"14"
14000021,"1402","M",4,4,4,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,5,4,6,5,NA,14001021,20.33333333,"14"
14000021,"1402","M",4,4,6,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,4,4,5,4,6,NA,14001022,20.33333333,"14"
14000021,"1402","M",4,4,3,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,6,5,5,5,4,NA,14001023,20.33333333,"14"
14000021,"1402","M",4,4,5,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,5,4,5,5,5,NA,14001024,20.33333333,"14"
14000022,"1402","M",4,4,6,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,5,4,5,5,NA,14001021,18.16666667,"14"
14000022,"1402","M",4,4,6,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,4,6,4,5,NA,14001022,18.16666667,"14"
14000022,"1402","M",4,4,3,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,6,7,4,6,3,NA,14001023,18.16666667,"14"
14000022,"1402","M",4,4,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,4,NA,14001024,18.16666667,"14"
14000023,"1402","M",4,4,2,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,4,5,5,4,3,NA,14001021,19.5,"14"
14000023,"1402","M",4,4,5,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,5,6,5,5,NA,14001022,19.5,"14"
14000023,"1402","M",4,4,4,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,5,3,6,5,NA,14001023,19.5,"14"
14000023,"1402","M",4,4,4,5,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,5,4,5,5,NA,14001024,19.5,"14"
14000024,"1402","M",4,4,3,6,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,4,5,6,3,NA,14001021,18.41666667,"14"
14000024,"1402","M",4,4,3,6,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,4,5,5,3,NA,14001022,18.41666667,"14"
14000024,"1402","M",4,4,2,6,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,6,6,5,3,5,NA,14001023,18.41666667,"14"
14000024,"1402","M",4,4,3,6,6,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,7,5,4,7,4,NA,14001024,18.41666667,"14"
14000031,"1403","M",4,5,5,5,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,6,6,6,6,NA,14001031,23.75,"14"
14000031,"1403","M",4,5,6,5,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,NA,14001032,23.75,"14"
14000031,"1403","M",4,5,6,5,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,6,6,6,NA,14001033,23.75,"14"
14000031,"1403","M",4,5,5,5,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,5,6,6,6,6,NA,14001034,23.75,"14"
14000031,"1403","M",4,5,6,5,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,6,6,NA,14001035,23.75,"14"
14000032,"1403","M",4,5,5,5,4,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,5,6,5,NA,14001031,17.83333333,"14"
14000032,"1403","M",4,5,5,5,4,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,5,4,NA,14001032,17.83333333,"14"
14000032,"1403","M",4,5,7,5,4,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,5,6,6,7,NA,14001033,17.83333333,"14"
14000032,"1403","M",4,5,5,5,4,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,6,4,6,5,NA,14001034,17.83333333,"14"
14000032,"1403","M",4,5,6,5,4,7,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,5,4,5,5,NA,14001035,17.83333333,"14"
14000033,"1403","M",4,5,3,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,6,6,5,6,6,NA,14001031,24.75,"14"
14000033,"1403","M",4,5,5,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,6,6,4,5,NA,14001032,24.75,"14"
14000033,"1403","M",4,5,6,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,7,6,6,6,6,NA,14001033,24.75,"14"
14000033,"1403","M",4,5,6,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,4,6,5,6,NA,14001034,24.75,"14"
14000033,"1403","M",4,5,4,5,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,5,4,4,5,NA,14001035,24.75,"14"
14000035,"1403","M",4,5,5,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,4,5,6,4,NA,14001031,18.08333333,"14"
14000035,"1403","M",4,5,5,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,4,6,5,NA,14001032,18.08333333,"14"
14000035,"1403","M",4,5,6,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,6,4,NA,14001033,18.08333333,"14"
14000035,"1403","M",4,5,5,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,5,6,4,6,5,NA,14001034,18.08333333,"14"
14000035,"1403","M",4,5,6,6,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,4,6,4,4,NA,14001035,18.08333333,"14"
14000041,"1404","M",5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,6,5,NA,14001041,20.91666667,"14"
14000041,"1404","M",5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,5,4,NA,14001042,20.91666667,"14"
14000041,"1404","M",5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,6,5,6,5,NA,14001043,20.91666667,"14"
14000041,"1404","M",5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,5,4,5,4,5,NA,14001044,20.91666667,"14"
14000041,"1404","M",5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,5,6,NA,14001045,20.91666667,"14"
14000042,"1404","M",5,5,3,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,5,6,4,5,3,NA,14001041,17.91666667,"14"
14000042,"1404","M",5,5,3,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,2,5,4,2,2,NA,14001042,17.91666667,"14"
14000042,"1404","M",5,5,NA,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,6,6,NA,14001043,17.91666667,"14"
14000042,"1404","M",5,5,3,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,6,4,2,3,NA,14001044,17.91666667,"14"
14000042,"1404","M",5,5,6,6,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,6,7,NA,14001045,17.91666667,"14"
14000043,"1404","M",5,5,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,6,5,6,4,NA,14001041,18.16666667,"14"
14000043,"1404","M",5,5,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,5,5,4,5,4,NA,14001042,18.16666667,"14"
14000043,"1404","M",5,5,5,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4,5,5,NA,14001043,18.16666667,"14"
14000043,"1404","M",5,5,6,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,4,6,4,4,4,NA,14001044,18.16666667,"14"
14000043,"1404","M",5,5,6,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,5,5,5,5,NA,14001045,18.16666667,"14"
14000044,"1404","M",5,5,5,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,5,6,5,6,NA,14001041,20.83333333,"14"
14000044,"1404","M",5,5,4,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,4,3,3,5,3,NA,14001042,20.83333333,"14"
14000044,"1404","M",5,5,6,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,NA,6,6,6,6,6,NA,14001043,20.83333333,"14"
14000044,"1404","M",5,5,5,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,5,5,5,5,6,NA,14001044,20.83333333,"14"
14000044,"1404","M",5,5,6,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,5,5,5,6,NA,14001045,20.83333333,"14"
14000045,"1404","M",5,5,6,5,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,7,7,5,6,5,NA,14001041,20.91666667,"14"
14000045,"1404","M",5,5,6,5,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,7,5,6,6,6,NA,14001042,20.91666667,"14"
14000045,"1404","M",5,5,6,5,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,6,6,6,5,NA,14001043,20.91666667,"14"
14000045,"1404","M",5,5,5,5,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7,6,6,5,5,5,NA,14001044,20.91666667,"14"
14000045,"1404","M",5,5,NA,5,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,6,6,6,6,NA,14001045,20.91666667,"14"
14000051,"1405","M",3,4,3,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,4,3,4,NA,14001051,18.83333333,"14"
14000051,"1405","M",3,4,5,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,4,4,5,5,5,NA,14001052,18.83333333,"14"
14000051,"1405","M",3,4,5,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,6,4,6,5,NA,14001053,18.83333333,"14"
14000051,"1405","M",3,4,4,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,3,6,4,4,NA,14001054,18.83333333,"14"
14000052,"1405","M",3,4,3,7,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,5,4,6,5,5,NA,14001051,21.58333333,"14"
14000052,"1405","M",3,4,5,7,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,5,NA,14001052,21.58333333,"14"
14000052,"1405","M",3,4,4,7,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,5,5,4,4,5,NA,14001053,21.58333333,"14"
14000052,"1405","M",3,4,3,7,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,5,5,6,3,4,NA,14001054,21.58333333,"14"
14000053,"1405","M",3,4,3,5,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,6,3,5,5,5,5,NA,14001051,18.33333333,"14"
14000053,"1405","M",3,4,4,5,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,3,5,4,6,3,NA,14001052,18.33333333,"14"
14000053,"1405","M",3,4,4,5,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,5,6,4,5,5,NA,14001053,18.33333333,"14"
14000053,"1405","M",3,4,4,5,6,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,5,6,4,5,4,NA,14001054,18.33333333,"14"
14000061,"1406","M",4,4,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,4,6,5,6,4,NA,14001061,18.66666667,"14"
14000061,"1406","M",4,4,4,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,7,6,3,5,4,NA,14001062,18.66666667,"14"
14000061,"1406","M",4,4,6,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,6,4,5,5,NA,14001063,18.66666667,"14"
14000061,"1406","M",4,4,5,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,5,6,4,6,5,NA,14001064,18.66666667,"14"
14000062,"1406","M",4,4,4,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,6,5,6,5,5,NA,14001061,17.91666667,"14"
14000062,"1406","M",4,4,3,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,3,4,4,2,4,NA,14001062,17.91666667,"14"
14000062,"1406","M",4,4,6,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,6,5,6,5,NA,14001063,17.91666667,"14"
14000062,"1406","M",4,4,5,6,5,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,6,6,6,5,6,6,NA,14001064,17.91666667,"14"
14000063,"1406","M",4,4,3,5,3,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,7,7,5,5,7,3,NA,14001061,17.58333333,"14"
14000063,"1406","M",4,4,6,5,3,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,6,5,7,4,NA,14001062,17.58333333,"14"
14000063,"1406","M",4,4,5,5,3,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,3,4,6,6,7,5,NA,14001063,17.58333333,"14"
14000063,"1406","M",4,4,4,5,3,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,3,5,3,4,2,NA,14001064,17.58333333,"14"
14000064,"1406","M",4,4,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,6,5,6,6,NA,14001061,22.33333333,"14"
14000064,"1406","M",4,4,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,5,5,4,5,NA,14001062,22.33333333,"14"
14000064,"1406","M",4,4,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,6,6,NA,14001063,22.33333333,"14"
14000064,"1406","M",4,4,5,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,6,5,6,NA,14001064,22.33333333,"14"
14000071,"1407","M",4,3,1,7,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,3,5,4,4,3,NA,14001071,18,"14"
14000071,"1407","M",4,3,2,7,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,6,4,4,3,NA,14001072,18,"14"
14000071,"1407","M",4,3,6,7,7,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,6,6,6,NA,14001073,18,"14"
14000072,"1407","M",4,3,4,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,3,5,5,4,6,NA,14001071,17.75,"14"
14000072,"1407","M",4,3,3,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,5,5,3,5,NA,14001072,17.75,"14"
14000072,"1407","M",4,3,6,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,7,6,7,6,NA,14001073,17.75,"14"
14000073,"1407","M",4,3,4,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,5,4,2,4,NA,14001071,17.91666667,"14"
14000073,"1407","M",4,3,4,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,4,5,4,3,4,NA,14001072,17.91666667,"14"
14000073,"1407","M",4,3,6,5,6,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,6,4,6,6,NA,14001073,17.91666667,"14"
14000074,"1407","M",4,3,5,2,4,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,5,7,4,7,6,NA,14001071,17.5,"14"
14000074,"1407","M",4,3,4,2,4,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,5,4,5,3,NA,14001072,17.5,"14"
14000074,"1407","M",4,3,6,2,4,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,7,4,7,4,7,5,NA,14001073,17.5,"14"
14000081,"1408","M",4,4,6,5,5,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,6,6,6,6,NA,14001081,20.66666667,"14"
14000081,"1408","M",4,4,5,5,5,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,14001082,20.66666667,"14"
14000081,"1408","M",4,4,6,5,5,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,7,6,4,6,5,NA,14001083,20.66666667,"14"
14000081,"1408","M",4,4,5,5,5,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,NA,14001084,20.66666667,"14"
14000082,"1408","M",4,4,5,5,4,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,6,5,6,6,NA,14001081,20.75,"14"
14000082,"1408","M",4,4,4,5,4,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,4,4,5,6,5,NA,14001082,20.75,"14"
14000082,"1408","M",4,4,5,5,4,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,6,6,7,6,NA,14001083,20.75,"14"
14000082,"1408","M",4,4,6,5,4,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,5,6,6,5,6,NA,14001084,20.75,"14"
14000083,"1408","M",4,4,5,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,6,4,6,5,NA,14001081,18,"14"
14000083,"1408","M",4,4,3,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,4,5,4,5,NA,14001082,18,"14"
14000083,"1408","M",4,4,2,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,6,5,2,5,2,NA,14001083,18,"14"
14000083,"1408","M",4,4,3,6,6,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,5,6,3,6,3,NA,14001084,18,"14"
14000084,"1408","M",4,4,7,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,7,6,6,6,6,NA,14001081,23.75,"14"
14000084,"1408","M",4,4,5,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,4,5,3,5,3,NA,14001082,23.75,"14"
14000084,"1408","M",4,4,4,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,6,6,4,7,5,NA,14001083,23.75,"14"
14000084,"1408","M",4,4,5,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,6,4,4,4,NA,14001084,23.75,"14"
14000091,"1409","M",2,2,5,5,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,5,4,5,5,NA,14001092,19.91666667,"14"
14000091,"1409","M",2,2,5,5,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,6,5,4,6,NA,14001094,19.91666667,"14"
14000092,"1409","M",2,2,3,6,5,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,4,6,4,4,4,NA,14001092,18.33333333,"14"
14000092,"1409","M",2,2,3,6,5,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,5,4,5,4,NA,14001094,18.33333333,"14"
14000101,"1410","M",4,3,3,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,6,6,5,6,5,NA,14001101,18.66666667,"14"
14000101,"1410","M",4,3,2,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,6,4,4,3,5,NA,14001102,18.66666667,"14"
14000101,"1410","M",4,3,3,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,6,5,6,6,6,NA,14001103,18.66666667,"14"
14000102,"1410","M",4,3,5,6,6,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,5,5,NA,14001101,22.5,"14"
14000102,"1410","M",4,3,5,6,6,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,3,3,4,3,3,NA,14001102,22.5,"14"
14000102,"1410","M",4,3,5,6,6,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,6,5,NA,14001103,22.5,"14"
14000103,"1410","M",4,3,5,5,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,5,5,3,6,5,NA,14001101,18.41666667,"14"
14000103,"1410","M",4,3,4,5,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,5,5,5,6,4,NA,14001102,18.41666667,"14"
14000103,"1410","M",4,3,5,5,5,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,6,5,5,4,NA,14001103,18.41666667,"14"
